#time,Andrea:member_47,Tony:member_48,Freddie:member_1057,Betty:member_1067,
20062917,55,55,56,56,
20062918,55,55,56,56,
20062919,55,55,56,56,
20062920,55,55,56,56,
20062921,55,55,56,56,
20062922,55,55,56,56,
20062923,55,55,56,259,
20062924,55,55,56,259,
20062925,55,55,56,259,
20062926,55,55,56,259,
20062927,55,55,56,56,
20062928,55,55,56,56,
20062929,55,55,56,56,
20062930,55,55,56,56,
20062931,55,55,56,56,
20062932,55,55,56,56,
20062933,55,55,56,259,
20062934,55,55,56,259,
20062935,55,55,56,56,
20062936,55,55,56,56,
20062937,55,55,56,56,
20062938,55,55,56,56,
20062939,55,55,56,56,
20062940,55,55,56,56,
20062941,55,55,56,56,
20062942,55,55,56,56,
20062943,55,55,56,259,
20062944,55,55,56,259,
20062945,55,55,56,56,
20062946,55,55,56,56,
20062947,55,55,56,56,
20062948,55,55,56,56,
20062949,55,55,56,56,
20062950,55,55,56,56,
20062951,55,55,56,56,
20062952,55,55,56,56,
20062953,55,55,56,56,
20062954,55,55,56,56,
20062955,55,55,56,56,
20062956,55,55,56,56,
20062957,55,55,56,56,
20062958,55,55,56,56,
20062959,55,55,56,56,
20062960,55,55,56,56,
20062961,55,55,56,56,
20062962,55,55,56,56,
20062963,55,55,56,56,
20062964,55,55,56,56,
20062965,55,55,56,56,
20062966,55,55,56,56,
20062967,55,55,56,56,
20062968,55,55,56,56,
20062969,55,55,56,56,
20062970,55,55,56,56,
20062971,55,55,56,56,
20062972,55,55,56,56,
20062973,55,55,56,56,
20062974,55,55,56,56,
20062975,55,55,56,56,
20062976,55,55,56,56,
20062977,55,55,56,56,
20062978,55,55,56,56,
20062979,55,55,56,56,
20062980,55,55,56,56,
20062981,55,55,56,56,
20062982,55,55,56,56,
20062983,55,55,56,259,
20062984,55,55,56,259,
20062985,55,55,56,259,
20062986,55,55,56,259,
20062987,55,55,56,56,
20062988,55,55,56,56,
20062989,55,55,56,56,
20062990,55,55,56,56,
20062991,55,55,56,56,
20062992,55,55,56,56,
20062993,55,55,56,56,
20062994,55,55,56,56,
20062995,55,55,56,56,
20062996,55,55,56,56,
20062997,55,55,56,56,
20062998,55,55,56,56,
20062999,55,55,56,56,
20063000,55,55,56,56,
20063001,55,55,56,56,
20063002,55,55,56,56,
20063003,55,55,56,259,
20063004,55,55,56,259,
20063005,55,55,56,56,
20063006,55,55,56,56,
20063007,55,55,56,56,
20063008,55,55,56,56,
20063009,55,55,56,56,
20063010,55,55,56,56,
20063011,55,55,56,56,
20063012,55,55,56,56,
20063013,55,55,56,259,
20063014,55,55,56,259,
20063015,55,55,56,56,
20063016,55,55,56,56,
20063017,55,55,56,56,
20063018,55,55,56,56,
20063019,55,55,56,56,
20063020,55,55,56,56,
20063021,55,55,56,56,
20063022,55,55,56,56,
20063023,55,55,56,56,
20063024,55,55,56,56,
20063025,55,55,56,56,
20063026,55,55,56,56,
20063027,55,55,56,56,
20063028,55,55,56,56,
20063029,55,55,56,56,
20063030,55,55,56,56,
20063031,55,55,56,56,
20063032,55,55,56,56,
20063033,55,55,56,56,
20063034,55,55,56,56,
20063035,55,55,56,56,
20063036,55,55,56,56,
20063037,55,55,56,56,
20063038,55,55,56,56,
20063039,55,55,56,56,
20063040,55,55,56,56,
20063041,55,55,56,56,
20063042,55,55,56,56,
20063043,55,55,56,56,
20063044,55,55,56,56,
20063045,55,55,56,56,
20063046,55,55,56,56,
20063047,55,55,56,56,
20063048,55,55,56,56,
20063049,55,55,56,56,
20063050,55,55,56,56,
20063051,55,55,56,56,
20063052,55,55,56,56,
20063053,55,55,56,56,
20063054,55,55,56,56,
20063055,55,55,56,56,
20063056,55,55,56,56,
20063057,55,55,56,56,
20063058,55,55,56,56,
20063059,55,55,56,56,
20063060,55,55,56,56,
20063061,55,55,56,56,
20063062,55,55,56,56,
20063063,55,55,56,56,
20063064,55,55,56,56,
20063065,55,55,56,56,
20063066,55,55,56,56,
20063067,55,55,56,56,
20063068,55,55,56,56,
20063069,55,55,56,56,
20063070,55,55,56,56,
20063071,55,55,56,56,
20063072,55,55,56,56,
20063073,55,55,56,259,
20063074,55,55,56,259,
20063075,55,55,56,56,
20063076,55,55,56,56,
20063077,55,55,56,56,
20063078,55,55,56,56,
20063079,55,55,56,56,
20063080,55,55,56,56,
20063081,55,55,56,56,
20063082,55,55,56,56,
20063083,55,55,56,259,
20063084,55,55,56,259,
20063085,55,55,56,56,
20063086,55,55,56,56,
20063087,55,55,56,56,
20063088,55,55,56,56,
20063089,55,55,56,56,
20063090,55,55,56,56,
20063091,55,55,56,56,
20063092,55,55,56,56,
20063093,55,55,56,56,
20063094,55,55,56,56,
20063095,55,55,56,56,
20063096,55,55,56,56,
20063097,55,55,56,56,
20063098,55,55,56,56,
20063099,55,55,56,56,
20063100,55,55,56,56,
20063101,55,55,56,56,
20063102,55,55,56,56,
20063103,55,55,56,56,
20063104,55,55,56,56,
20063105,55,55,56,56,
20063106,55,55,56,56,
20063107,55,55,56,56,
20063108,55,55,56,56,
20063109,55,55,56,56,
20063110,55,55,56,56,
20063111,55,55,56,56,
20063112,55,55,56,56,
20063113,55,55,56,259,
20063114,55,55,56,259,
20063115,55,55,56,259,
20063116,55,55,56,259,
20063117,55,55,56,56,
20063118,55,55,56,56,
20063119,55,55,56,56,
20063120,55,55,56,56,
20063121,55,55,56,56,
20063122,55,55,56,56,
20063123,55,55,56,259,
20063124,55,55,56,259,
20063125,55,55,56,56,
20063126,55,55,56,56,
20063127,55,55,56,56,
20063128,55,55,56,56,
20063129,55,55,56,56,
20063130,55,55,56,56,
20063131,55,55,56,56,
20063132,55,55,56,56,
20063133,55,55,56,259,
20063134,55,55,56,259,
20063135,55,55,56,259,
20063136,55,55,56,259,
20063137,55,55,56,56,
20063138,55,55,56,56,
20063139,55,55,56,56,
20063140,55,55,56,56,
20063141,55,55,56,56,
20063142,55,55,56,56,
20063143,55,55,56,259,
20063144,55,55,56,259,
20063145,55,55,56,56,
20063146,55,55,56,56,
20063147,55,55,56,56,
20063148,55,55,56,56,
20063149,55,55,56,56,
20063150,55,55,56,56,
20063151,55,55,56,56,
20063152,55,55,56,56,
20063153,55,55,56,259,
20063154,55,55,56,259,
20063155,55,55,56,56,
20063156,55,55,56,56,
20063157,55,55,56,56,
20063158,55,55,56,56,
20063159,55,55,56,56,
20063160,55,55,56,56,
20063161,55,55,56,56,
20063162,55,55,56,56,
20063163,55,55,56,56,
20063164,55,55,56,56,
20063165,55,55,56,56,
20063166,55,55,56,56,
20063167,55,55,56,56,
20063168,55,55,56,56,
20063169,55,55,56,56,
20063170,55,55,56,56,
20063171,55,55,56,56,
20063172,55,55,56,56,
20063173,55,55,56,56,
20063174,55,55,56,56,
20063175,55,55,56,56,
20063176,55,55,56,56,
20063177,55,55,56,56,
20063178,55,55,56,56,
20063179,55,55,56,56,
20063180,55,55,56,56,
20063181,55,55,56,56,
20063182,55,55,56,56,
20063183,55,55,56,259,
20063184,55,55,56,259,
20063185,55,55,56,259,
20063186,55,55,56,259,
20063187,55,55,56,56,
20063188,55,55,56,56,
20063189,55,55,56,56,
20063190,55,55,56,56,
20063191,55,55,56,56,
20063192,55,55,56,56,
20063193,55,55,56,259,
20063194,55,55,56,259,
20063195,55,55,56,56,
20063196,55,55,56,56,
20063197,55,55,56,56,
20063198,55,55,56,56,
20063199,55,55,56,56,
20063200,55,55,56,56,
20063201,55,55,56,56,
20063202,55,55,56,56,
20063203,55,55,56,56,
20063204,55,55,56,56,
20063205,55,55,56,56,
20063206,55,55,56,56,
20063207,55,55,56,56,
20063208,55,55,56,56,
20063209,55,55,56,56,
20063210,55,55,56,56,
20063211,55,55,56,56,
20063212,55,55,56,56,
20063213,55,55,56,259,
20063214,55,55,56,259,
20063215,55,55,56,56,
20063216,55,55,56,56,
20063217,55,55,56,56,
20063218,55,55,56,56,
20063219,55,55,56,56,
20063220,55,55,56,56,
20063221,55,55,56,56,
20063222,55,55,56,56,
20063223,55,55,56,259,
20063224,55,55,56,259,
20063225,55,55,56,56,
20063226,55,55,56,56,
20063227,55,55,56,56,
20063228,55,55,56,56,
20063229,55,55,56,56,
20063230,55,55,56,56,
20063231,55,55,56,56,
20063232,55,55,56,56,
20063233,55,55,56,56,
20063234,55,55,56,56,
20063235,55,55,56,56,
20063236,55,55,56,56,
20063237,55,55,56,56,
20063238,55,55,56,56,
20063239,55,55,56,56,
20063240,55,55,56,56,
20063241,55,55,56,56,
20063242,55,55,56,56,
20063243,55,55,56,56,
20063244,55,55,56,56,
20063245,55,55,56,56,
20063246,55,55,56,56,
20063247,55,55,56,56,
20063248,55,55,56,56,
20063249,55,55,56,56,
20063250,55,55,56,56,
20063251,55,55,56,56,
20063252,55,55,56,56,
20063253,55,55,56,259,
20063254,55,55,56,259,
20063255,55,55,56,259,
20063256,55,55,56,259,
20063257,55,55,56,56,
20063258,55,55,56,56,
20063259,55,55,56,56,
20063260,55,55,56,56,
20063261,55,55,56,56,
20063262,55,55,56,56,
20063263,55,55,56,259,
20063264,55,55,56,259,
20063265,55,55,56,56,
20063266,55,55,56,56,
20063267,55,55,56,56,
20063268,55,55,56,56,
20063269,55,55,56,56,
20063270,55,55,56,56,
20063271,55,55,56,56,
20063272,55,55,56,56,
20063273,55,55,56,259,
20063274,55,55,56,259,
20063275,55,55,56,259,
20063276,55,55,56,259,
20063277,55,55,56,56,
20063278,55,55,56,56,
20063279,55,55,56,56,
20063280,55,55,56,56,
20063281,55,55,56,56,
20063282,55,55,56,56,
20063283,55,55,56,56,
20063284,55,55,56,56,
20063285,55,55,56,56,
20063286,55,55,56,56,
20063287,55,55,56,56,
20063288,55,55,56,56,
20063289,55,55,56,56,
20063290,55,55,56,56,
20063291,55,55,56,56,
20063292,55,55,56,56,
20063293,55,55,56,259,
20063294,55,55,56,259,
20063295,55,55,56,56,
20063296,55,55,56,56,
20063297,55,55,56,56,
20063298,55,55,56,56,
20063299,55,55,56,56,
20063300,55,55,56,56,
20063301,55,55,56,56,
20063302,55,55,56,56,
20063303,55,55,56,56,
20063304,55,55,56,56,
20063305,55,55,56,56,
20063306,55,55,56,56,
20063307,55,55,56,56,
20063308,55,55,56,56,
20063309,55,55,56,56,
20063310,55,55,56,56,
20063311,55,55,56,56,
20063312,55,55,56,56,
20063313,55,55,56,56,
20063314,55,55,56,56,
20063315,55,55,56,56,
20063316,55,55,56,56,
20063317,55,55,56,56,
20063318,55,55,56,56,
20063319,55,55,56,56,
20063320,55,55,56,56,
20063321,55,55,56,56,
20063322,55,55,56,56,
20063323,55,55,56,259,
20063324,55,55,56,259,
20063325,55,55,56,259,
20063326,55,55,56,259,
20063327,55,55,56,56,
20063328,55,55,56,56,
20063329,55,55,56,56,
20063330,55,55,56,56,
20063331,55,55,56,56,
20063332,55,55,56,56,
20063333,55,55,56,259,
20063334,55,55,56,259,
20063335,55,55,56,56,
20063336,55,55,56,56,
20063337,55,55,56,56,
20063338,55,55,56,56,
20063339,55,55,56,56,
20063340,55,55,56,56,
20063341,55,55,56,56,
20063342,55,55,56,56,
20063343,55,55,56,259,
20063344,55,55,56,259,
20063345,55,55,56,259,
20063346,55,55,56,259,
20063347,55,55,56,259,
20063348,55,55,56,56,
20063349,55,55,56,56,
20063350,55,55,56,56,
20063351,55,55,56,56,
20063352,55,55,56,56,
20063353,55,55,56,259,
20063354,55,55,56,259,
20063355,55,55,56,56,
20063356,55,55,56,56,
20063357,55,55,56,56,
20063358,55,55,56,56,
20063359,55,55,56,56,
20063360,55,55,56,56,
20063361,55,55,56,56,
20063362,55,55,56,56,
20063363,55,55,56,259,
20063364,55,55,56,259,
20063365,55,55,56,56,
20063366,55,55,56,56,
20063367,55,55,56,56,
20063368,55,55,56,56,
20063369,55,55,56,56,
20063370,55,55,56,56,
20063371,55,55,56,56,
20063372,55,55,56,56,
20063373,55,55,56,56,
20063374,55,55,56,56,
20063375,55,55,56,56,
20063376,55,55,56,56,
20063377,55,55,56,56,
20063378,55,55,56,56,
20063379,55,55,56,56,
20063380,55,55,56,56,
20063381,55,55,56,56,
20063382,55,55,56,56,
20063383,55,55,56,56,
20063384,55,55,56,56,
20063385,55,55,56,56,
20063386,55,55,56,56,
20063387,55,55,56,56,
20063388,55,55,56,56,
20063389,55,55,56,56,
20063390,55,55,56,56,
20063391,55,55,56,56,
20063392,55,55,56,56,
20063393,55,55,56,259,
20063394,55,55,56,259,
20063395,55,55,56,56,
20063396,55,55,56,56,
20063397,55,55,56,56,
20063398,55,55,56,56,
20063399,55,55,56,56,
20063400,55,55,56,56,
20063401,55,55,56,56,
20063402,55,55,56,56,
20063403,55,55,56,56,
20063404,55,55,56,56,
20063405,55,55,56,56,
20063406,55,55,56,56,
20063407,55,55,56,56,
20063408,55,55,56,56,
20063409,55,55,56,56,
20063410,55,55,56,56,
20063411,55,55,56,56,
20063412,55,55,56,56,
20063413,55,55,56,56,
20063414,55,55,56,56,
20063415,55,55,56,56,
20063416,55,55,56,56,
20063417,55,55,56,56,
20063418,55,55,56,56,
20063419,55,55,56,56,
20063420,55,55,56,56,
20063421,55,55,56,56,
20063422,55,55,56,56,
20063423,55,55,56,259,
20063424,55,55,56,259,
20063425,55,55,56,56,
20063426,55,55,56,56,
20063427,55,55,56,56,
20063428,55,55,56,56,
20063429,55,55,56,56,
20063430,55,55,56,56,
20063431,55,55,56,56,
20063432,55,55,56,56,
20063433,55,55,56,259,
20063434,55,55,56,259,
20063435,55,55,56,56,
20063436,55,55,56,56,
20063437,55,55,56,56,
20063438,55,55,56,56,
20063439,55,55,56,56,
20063440,55,55,56,56,
20063441,55,55,56,56,
20063442,55,55,56,56,
20063443,55,55,56,56,
20063444,55,55,56,56,
20063445,55,55,56,56,
20063446,55,55,56,56,
20063447,55,55,56,56,
20063448,55,55,56,56,
20063449,55,55,56,56,
20063450,55,55,56,56,
20063451,55,55,56,56,
20063452,55,55,56,56,
20063453,55,55,56,56,
20063454,55,55,56,56,
20063455,55,55,56,56,
20063456,55,55,56,56,
20063457,55,55,56,56,
20063458,55,55,56,56,
20063459,55,55,56,56,
20063460,55,55,56,56,
20063461,55,55,56,56,
20063462,55,55,56,56,
20063463,55,55,56,259,
20063464,55,55,56,259,
20063465,55,55,56,56,
20063466,55,55,56,56,
20063467,55,55,56,56,
20063468,55,55,56,56,
20063469,55,55,56,56,
20063470,55,55,56,56,
20063471,55,55,56,56,
20063472,55,55,56,56,
20063473,55,55,56,56,
20063474,55,55,56,56,
20063475,55,55,56,56,
20063476,55,55,56,56,
20063477,55,55,56,56,
20063478,55,55,56,56,
20063479,55,55,56,56,
20063480,55,55,56,56,
20063481,55,55,56,56,
20063482,55,55,56,56,
20063483,55,55,56,259,
20063484,55,55,56,259,
20063485,55,55,56,259,
20063486,55,55,56,259,
20063487,55,55,56,259,
20063488,55,55,56,56,
20063489,55,55,56,56,
20063490,55,55,56,56,
20063491,55,55,56,56,
20063492,55,55,56,56,
20063493,55,55,56,259,
20063494,55,55,56,259,
20063495,55,55,56,56,
20063496,55,55,56,56,
20063497,55,55,56,56,
20063498,55,55,56,56,
20063499,55,55,56,56,
20063500,55,55,56,56,
20063501,55,55,56,56,
20063502,55,55,56,56,
20063503,55,55,56,56,
20063504,55,55,56,56,
20063505,55,55,56,56,
20063506,55,55,56,56,
20063507,55,55,56,56,
20063508,55,55,56,56,
20063509,55,55,56,56,
20063510,55,55,56,56,
20063511,55,55,56,56,
20063512,55,55,56,56,
20063513,55,55,56,56,
20063514,55,55,56,56,
20063515,55,55,56,56,
20063516,55,55,56,56,
20063517,55,55,56,56,
20063518,55,55,56,56,
20063519,55,55,56,56,
20063520,55,55,56,56,
20063521,55,55,56,56,
20063522,55,55,56,56,
20063523,55,55,56,56,
20063524,55,55,56,56,
20063525,55,55,56,56,
20063526,55,55,56,56,
20063527,55,55,56,56,
20063528,55,55,56,56,
20063529,55,55,56,56,
20063530,55,55,56,56,
20063531,55,55,56,56,
20063532,55,55,56,56,
20063533,55,55,56,259,
20063534,55,55,56,259,
20063535,55,55,56,259,
20063536,55,55,56,259,
20063537,55,55,56,56,
20063538,55,55,56,56,
20063539,55,55,56,56,
20063540,55,55,56,56,
20063541,55,55,56,56,
20063542,55,55,56,56,
20063543,55,55,56,259,
20063544,55,55,56,259,
20063545,55,55,56,56,
20063546,55,55,56,56,
20063547,55,55,56,56,
20063548,55,55,56,56,
20063549,55,55,56,56,
20063550,55,55,56,56,
20063551,55,55,56,56,
20063552,55,55,56,56,
20063553,55,55,56,56,
20063554,55,55,56,56,
20063555,55,55,56,56,
20063556,55,55,56,56,
20063557,55,55,56,56,
20063558,55,55,56,56,
20063559,55,55,56,56,
20063560,55,55,56,56,
20063561,55,55,56,56,
20063562,55,55,56,56,
20063563,55,55,56,56,
20063564,55,55,56,56,
20063565,55,55,56,56,
20063566,55,55,56,56,
20063567,55,55,56,56,
20063568,55,55,56,56,
20063569,55,55,56,56,
20063570,55,55,56,56,
20063571,55,55,56,56,
20063572,55,55,56,56,
20063573,55,55,56,56,
20063574,55,55,56,56,
20063575,55,55,56,56,
20063576,55,55,56,56,
20063577,55,55,56,56,
20063578,55,55,56,56,
20063579,55,55,56,56,
20063580,55,55,56,56,
20063581,55,55,56,56,
20063582,55,55,56,56,
20063583,55,55,56,56,
20063584,55,55,56,56,
20063585,55,55,56,56,
20063586,55,55,56,56,
20063587,55,55,56,56,
20063588,55,55,56,56,
20063589,55,55,56,56,
20063590,55,55,56,56,
20063591,55,55,56,56,
20063592,55,55,56,56,
20063593,55,55,56,56,
20063594,55,55,56,56,
20063595,55,55,56,56,
20063596,55,55,56,56,
20063597,55,55,56,56,
20063598,55,55,56,56,
20063599,55,55,56,56,
20063600,55,55,56,56,
20063601,55,55,56,56,
20063602,55,55,56,56,
20063603,55,55,56,56,
20063604,55,55,56,56,
20063605,55,55,56,56,
20063606,55,55,56,56,
20063607,55,55,56,56,
20063608,55,55,56,56,
20063609,55,55,56,56,
20063610,55,55,56,56,
20063611,55,55,56,56,
20063612,55,55,56,56,
20063613,55,55,56,56,
20063614,55,55,56,56,
20063615,55,55,56,56,
20063616,55,55,56,56,
20063617,55,55,56,56,
20063618,55,55,56,56,
20063619,55,55,56,56,
20063620,55,55,56,56,
20063621,55,55,56,56,
20063622,55,55,56,56,
20063623,55,55,56,259,
20063624,55,55,56,259,
20063625,55,55,56,56,
20063626,55,55,56,56,
20063627,55,55,56,56,
20063628,55,55,56,56,
20063629,55,55,56,56,
20063630,55,55,56,56,
20063631,55,55,56,56,
20063632,55,55,56,56,
20063633,55,55,56,259,
20063634,55,55,56,259,
20063635,55,55,56,56,
20063636,55,55,56,56,
20063637,55,55,56,56,
20063638,55,55,56,56,
20063639,55,55,56,56,
20063640,55,55,56,56,
20063641,55,55,56,56,
20063642,55,55,56,56,
20063643,55,55,56,56,
20063644,55,55,56,56,
20063645,55,55,56,56,
20063646,55,55,56,56,
20063647,55,55,56,56,
20063648,55,55,56,56,
20063649,55,55,56,56,
20063650,55,55,56,56,
20063651,55,55,56,56,
20063652,55,55,56,56,
20063653,55,55,56,56,
20063654,55,55,56,56,
20063655,55,55,56,56,
20063656,55,55,56,56,
20063657,55,55,56,56,
20063658,55,55,56,56,
20063659,55,55,56,56,
20063660,55,55,56,56,
20070011,55,55,56,56,
20070012,55,55,56,56,
20070013,55,55,56,56,
20070014,55,55,56,56,
20070015,55,55,56,56,
20070016,55,55,56,56,
20070017,55,55,56,56,
20070018,55,55,56,56,
20070019,55,55,56,56,
20070020,55,55,56,56,
20070021,55,55,56,56,
20070022,55,55,56,56,
20070023,55,55,56,259,
20070024,55,55,56,259,
20070025,55,55,56,56,
20070026,55,55,56,56,
20070027,55,55,56,56,
20070028,55,55,56,56,
20070029,55,55,56,56,
20070030,55,55,56,56,
20070031,55,55,56,56,
20070032,55,55,56,56,
20070033,55,55,56,259,
20070034,55,55,56,259,
20070035,55,55,56,259,
20070036,55,55,56,259,
20070037,55,55,56,56,
20070038,55,55,56,56,
20070039,55,55,56,56,
20070040,55,55,56,56,
20070041,55,55,56,56,
20070042,55,55,56,56,
20070043,55,55,56,259,
20070044,55,55,56,259,
20070045,55,55,56,56,
20070046,55,55,56,56,
20070047,55,55,56,56,
20070048,55,55,56,56,
20070049,55,55,56,56,
20070050,55,55,56,56,
20070051,55,55,56,56,
20070052,55,55,56,56,
20070053,55,55,56,259,
20070054,55,55,56,259,
20070055,55,55,56,56,
20070056,55,55,56,56,
20070057,55,55,56,56,
20070058,55,55,56,56,
20070059,55,55,56,56,
20070060,55,55,56,56,
20070061,55,55,56,56,
20070062,55,55,56,56,
20070063,55,55,56,259,
20070064,55,55,56,259,
20070065,55,55,56,56,
20070066,55,55,56,56,
20070067,55,55,56,56,
20070068,55,55,56,56,
20070069,55,55,56,56,
20070070,55,55,56,56,
20070071,55,55,56,56,
20070072,55,55,56,56,
20070073,55,55,56,56,
20070074,55,55,56,56,
20070075,55,55,56,56,
20070076,55,55,56,56,
20070077,55,55,56,56,
20070078,55,55,56,56,
20070079,55,55,56,56,
20070080,55,55,56,56,
20070081,55,55,56,56,
20070082,55,55,56,56,
20070083,55,55,56,56,
20070084,55,55,56,56,
20070085,55,55,56,56,
20070086,55,55,56,56,
20070087,55,55,56,56,
20070088,55,55,56,56,
20070089,55,55,56,56,
20070090,55,55,56,56,
20070091,55,55,56,56,
20070092,55,55,56,56,
20070093,55,55,56,259,
20070094,55,55,56,259,
20070095,55,55,56,56,
20070096,55,55,56,56,
20070097,55,55,56,56,
20070098,55,55,56,56,
20070099,55,55,56,56,
20070100,55,55,56,56,
20070101,55,55,56,56,
20070102,55,55,56,56,
20070103,55,55,56,259,
20070104,55,55,56,259,
20070105,55,55,56,56,
20070106,55,55,56,56,
20070107,55,55,56,56,
20070108,55,55,56,56,
20070109,55,55,56,56,
20070110,55,55,56,56,
20070111,55,55,56,56,
20070112,55,55,56,56,
20070113,55,55,56,259,
20070114,55,55,56,259,
20070115,55,55,56,259,
20070116,55,55,56,259,
20070117,55,55,56,56,
20070118,55,55,56,56,
20070119,55,55,56,56,
20070120,55,55,56,56,
20070121,55,55,56,56,
20070122,55,55,56,56,
20070123,55,55,56,259,
20070124,55,55,56,259,
20070125,55,55,56,56,
20070126,55,55,56,56,
20070127,55,55,56,56,
20070128,55,55,56,56,
20070129,55,55,56,56,
20070130,55,55,56,56,
20070131,55,55,56,56,
20070132,55,55,56,56,
20070133,55,55,56,259,
20070134,55,55,56,259,
20070135,55,55,56,56,
20070136,55,55,56,56,
20070137,55,55,56,56,
20070138,55,55,56,56,
20070139,55,55,56,56,
20070140,55,55,56,56,
20070141,55,55,56,56,
20070142,55,55,56,56,
20070143,55,55,56,56,
20070144,55,55,56,56,
20070145,55,55,56,56,
20070146,55,55,56,56,
20070147,55,55,56,56,
20070148,55,55,56,56,
20070149,55,55,56,56,
20070150,55,55,56,56,
20070151,55,55,56,56,
20070152,55,55,56,56,
20070153,55,55,56,56,
20070154,55,55,56,56,
20070155,55,55,56,56,
20070156,55,55,56,56,
20070157,55,55,56,56,
20070158,55,55,56,56,
20070159,55,55,56,56,
20070160,55,55,56,56,
20070161,55,55,56,56,
20070162,55,55,56,56,
20070163,55,55,56,56,
20070164,55,55,56,56,
20070165,55,55,56,56,
20070166,55,55,56,56,
20070167,55,55,56,56,
20070168,55,55,56,56,
20070169,55,55,56,56,
20070170,55,55,56,56,
20070171,55,55,56,56,
20070172,55,55,56,56,
20070173,55,55,56,56,
20070174,55,55,56,56,
20070175,55,55,56,56,
20070176,55,55,56,56,
20070177,55,55,56,56,
20070178,55,55,56,56,
20070179,55,55,56,56,
20070180,55,55,56,56,
20070181,55,55,56,56,
20070182,55,55,56,56,
20070183,55,55,56,259,
20070184,55,55,56,259,
20070185,55,55,56,259,
20070186,55,55,56,259,
20070187,55,55,56,56,
20070188,55,55,56,56,
20070189,55,55,56,56,
20070190,55,55,56,56,
20070191,55,55,56,56,
20070192,55,55,56,56,
20070193,55,55,56,259,
20070194,55,55,56,259,
20070195,55,55,56,56,
20070196,55,55,56,56,
20070197,55,55,56,56,
20070198,55,55,56,56,
20070199,55,55,56,56,
20070200,55,55,56,56,
20070201,55,55,56,56,
20070202,55,55,56,56,
20070203,55,55,56,259,
20070204,55,55,56,259,
20070205,55,55,56,56,
20070206,55,55,56,56,
20070207,55,55,56,56,
20070208,55,55,56,56,
20070209,55,55,56,56,
20070210,55,55,56,56,
20070211,55,55,56,56,
20070212,55,55,56,56,
20070213,55,55,56,56,
20070214,55,55,56,56,
20070215,55,55,56,56,
20070216,55,55,56,56,
20070217,55,55,56,56,
20070218,55,55,56,56,
20070219,55,55,56,56,
20070220,55,55,56,56,
20070221,55,55,56,56,
20070222,55,55,56,56,
20070223,55,55,56,56,
20070224,55,55,56,56,
20070225,55,55,56,56,
20070226,55,55,56,56,
20070227,55,55,56,56,
20070228,55,55,56,56,
20070229,55,55,56,56,
20070230,55,55,56,56,
20070231,55,55,56,56,
20070232,55,55,56,56,
20070233,55,55,56,259,
20070234,55,55,56,259,
20070235,55,55,56,259,
20070236,55,55,56,259,
20070237,55,55,56,56,
20070238,55,55,56,56,
20070239,55,55,56,56,
20070240,55,55,56,56,
20070241,55,55,56,56,
20070242,55,55,56,56,
20070243,55,55,56,56,
20070244,55,55,56,56,
20070245,55,55,56,56,
20070246,55,55,56,56,
20070247,55,55,56,56,
20070248,55,55,56,56,
20070249,55,55,56,56,
20070250,55,55,56,56,
20070251,55,55,56,56,
20070252,55,55,56,56,
20070253,55,55,56,259,
20070254,55,55,56,259,
20070255,55,55,56,56,
20070256,55,55,56,56,
20070257,55,55,56,56,
20070258,55,55,56,56,
20070259,55,55,56,56,
20070260,55,55,56,56,
20070261,55,55,56,56,
20070262,55,55,56,56,
20070263,55,55,56,259,
20070264,55,55,56,259,
20070265,55,55,56,56,
20070266,55,55,56,56,
20070267,55,55,56,56,
20070268,55,55,56,56,
20070269,55,55,56,56,
20070270,55,55,56,56,
20070271,55,55,56,56,
20070272,55,55,56,56,
20070273,55,55,56,259,
20070274,55,55,56,259,
20070275,55,55,56,56,
20070276,55,55,56,56,
20070277,55,55,56,56,
20070278,55,55,56,56,
20070279,55,55,56,56,
20070280,55,55,56,56,
20070281,55,55,56,56,
20070282,55,55,56,56,
20070283,55,55,56,56,
20070284,55,55,56,56,
20070285,55,55,56,56,
20070286,55,55,56,56,
20070287,55,55,56,56,
20070288,55,55,56,56,
20070289,55,55,56,56,
20070290,55,55,56,56,
20070291,55,55,56,56,
20070292,55,55,56,56,
20070293,55,55,56,56,
20070294,55,55,56,56,
20070295,55,55,56,56,
20070296,55,55,56,56,
20070297,55,55,56,56,
20070298,55,55,56,56,
20070299,55,55,56,56,
20070300,55,55,56,56,
20070301,55,55,56,56,
20070302,55,55,56,56,
20070303,55,55,56,259,
20070304,55,55,56,259,
20070305,55,55,56,259,
20070306,55,55,56,259,
20070307,55,55,56,56,
20070308,55,55,56,56,
20070309,55,55,56,56,
20070310,55,55,56,56,
20070311,55,55,56,56,
20070312,55,55,56,56,
20070313,55,55,56,259,
20070314,55,55,56,259,
20070315,55,55,56,56,
20070316,55,55,56,56,
20070317,55,55,56,56,
20070318,55,55,56,56,
20070319,55,55,56,56,
20070320,55,55,56,56,
20070321,55,55,56,56,
20070322,55,55,56,56,
20070323,55,55,56,259,
20070324,55,55,56,259,
20070325,55,55,56,259,
20070326,55,55,56,259,
20070327,55,55,56,259,
20070328,55,55,56,56,
20070329,55,55,56,56,
20070330,55,55,56,56,
20070331,55,55,56,56,
20070332,55,55,56,56,
20070333,55,55,56,56,
20070334,55,55,56,56,
20070335,55,55,56,56,
20070336,55,55,56,56,
20070337,55,55,56,56,
20070338,55,55,56,56,
20070339,55,55,56,56,
